ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000230112	RP11-56H7.2	0.010690067	0.012147845	0.00076497	0.000801631	0.009233288	0.002875545	0.016029817	0.005633931	0.004647633	0.013179919	0.041568043	0.072032661	0.010841405	0.004342908	0.012277265	0.00898269	0.010468889	0.010988868	0.018888812	0.007646106	0.065962653	0.000470871	0	0.093463116	0	0.002326901	0.004238053	0.000452791	0.063476671	0.001733303	0	0.53054698	0.102964949	0.015013805	0	0.000879405	0.055722271	0.057546447	0.003848625	0.024348313	0	0.003798953	0.042715254	0.009344498	0.183721035	0.13511223	0.004158262	0	0.004269008	0.013619198	0.073874301	0.007010755	0.171971653	0.003685306
ENSG00000223976	EXTL2P1	0.002581558	0.00143322	0.002260019	0.003510281	0.004085439	0.000916389	0	0.001187744	0.002078549	0.003237859	0	0.000432821	0.003059401	0	0.002501699	0.001821074	0.00028323	0.002158246	0.000558787	0	0.003064351	0.004419172	0.000773877	0	0	0.002372036	0.001983062	0.001648362	0.00205229	0.00327539	0	0.001042657	0.002198791	0	0	0.001913362	0.003788898	0.003842794	0.002893142	0.003279441	0.003680901	0.000425611	0.004760985	0.001192914	0.00323168	0.002706474	0.001008315	0.001283267	0.001896102	0.031687619	0.002882844	0.00530875	0.002138201	0
ENSG00000267012	CTC-360P9.1	0.000702748	0	0.003799679	0.001320516	0.002049174	0	0	0	0	0	0.002668662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002904524	0	0	0	0.00095356	0	0.001115398	0	0	0	0	0.004268195	0	0	0.001091349	0	0	0.002226922	0	0	0.001040825	0.003573315	0.013403723	0	0.629765752	0.004626606	0	0	0
ENSG00000235467	RP11-513D4.2	0.0030343	0.005102671	0.009222342	0.072854926	0.01551775	0.013213999	0	0.002557204	0.002436128	0.002423883	0.049234879	0.082989436	0.006053384	0.003830244	0.006192644	0.0029678	0.001897467	0.001836239	0.004651556	0.00418466	0.009228264	0.002704149	0.006771511	0.011950441	0	0.002948919	0.001266226	0.003896147	0.001851058	0.003459913	0.013007773	0.003586823	0.001988984	0.002269395	0	0.000942092	0.004002532	0.003381637	0.001981887	0.004335387	0.030999997	0.001848502	0.015775954	0.00853952	0.00325443	0.0039932	0.002302826	0.002650941	0.002208083	0.063020733	0.005125777	0.01377587	0.002941641	0.002417713
ENSG00000259476	RP11-50C13.2	0.007393559	0.006620482	0.001938195	0.003891218	0.004847305	0.00305209	0.006847326	0.018502507	0.027333793	0.00521467	0.005790751	0.005787267	0.018985653	0.019700745	0.011876734	0.004991247	0.003805275	0.00806303	0.024366745	0.010866742	0.005559821	0.007681878	0.010447336	0.009338962	0.003387754	0.003087471	0.004622086	0.003310442	0.014483611	0.003729027	0.012169972	0.010663718	0.00471042	0.023622166	0.104081733	0.164424586	0.021254196	0.004889288	0.00177322	0.022282165	0.004772177	0.006166432	0.008212537	0.005880667	0.008451075	0.009443642	0.007572866	0.020925388	0.003390976	0.014791045	0.021560369	0.004611709	0.008806924	0.068672909
ENSG00000229434	AC017048.1	0.006255257	0.004401584	0.000970797	0.002451002	0.007309855	0.003924947	0.016942651	0.001145728	0.00118906	0.005868467	0.001083209	0.000589571	0.0037389	0.002267018	0.000335863	0.000958305	0.005227013	0.001798054	0.003457613	0.005912616	0.009378771	0.005240657	0.005158808	0.016642181	0	0.003136747	0.003322466	0.004624417	0.08403399	0.004562532	0.035101552	0.000738669	0.000820061	0.000811452	0	0.000709848	0.000451867	0.016029098	0.002480074	0.026487328	0.002451354	0.000299238	0.001383819	0.001552251	0.034985068	0.020676341	0.002959359	0.001451422	0.006280709	1.401025461	0.002404716	0.007451003	0.011959762	0.001194415
ENSG00000252317	Y_RNA	0	0.00058523	0.001363777	0	0	0	0	0.001376751	0.008434038	0.00284789	0.014468956	0.033637583	0.008311628	0.001246447	0.001548113	0.001986647	0.004161621	0.001470017	0	0	0	0.01064082	0	0	0	0.003570871	0.002511214	0	0	0	0	0	0	0	0	0	0.00244831	0	0.000369151	0.019209485	0.004742646	0	0.005400701	0.00441128	0	0	0	0	0	0	0	0.002377845	0	0
ENSG00000243828	RP11-307F22.2	0.004503167	0.005021326	0.004110856	0.003096598	0.003542711	0.002431797	0.003065354	0.000895816	0.001088214	0.001905215	0.001394602	0.005292626	0.003482128	0.002406543	0.001546973	0.00185991	0.001438201	0	0.003942621	0	0.02014767	0.002648053	0.001915443	0.017262296	0	0.00386453	0.002290776	0.003547769	0.001996925	0.007697202	0	0.002683034	0.00150222	0.005001724	0	0.002499113	0.003770051	0.003472022	0.005184871	0.003608668	0.003954853	0.001243205	0.011407874	0.026637056	0.007178101	0.00523286	0.006125154	0.004662159	0.00291876	4.545179734	0.007397575	0.003530752	0.001945171	0.000868314
ENSG00000240934	RP11-925D8.1	0.004175201	0.005548291	0.001001059	0.001109906	0.004261795	0.003641884	0.031152978	0.002316423	0.005977233	0.005790634	0.01053134	0.007274936	0.002604062	0.002417615	0.003060637	0.001372067	0.002630494	0.004350289	0	0.003658332	0.005961845	0.024544433	0.00121011	0.021467113	0	0.003946519	0.001115961	0.003337198	0.003450815	0.001086704	0	0.012391809	0.002460214	0.00975784	0	0.074449248	0.013700081	0.004655176	0.001685618	0.010459907	0.007159814	0.001819534	0.011657314	0.079389091	0.009377759	0.004929939	0.006714185	0.045612693	0.00263505	0.006820307	0.00384803	0.008401443	0.00499131	0.251517221
ENSG00000234813	RP11-288D15.1	0.003245426	0.002692131	0.002345931	0.001659431	0.002497074	0.001651084	0	0	0	0	0.000744263	0.00435593	0.002141541	0.000730858	0.001414556	0.002354482	0.000308434	0.00086179	0.002310573	0.002061662	0.002506007	0.005067073	0	0	0	0.004212408	0.002206091	0.004554939	0.001780187	0.002640332	0	0.001292372	0.004413042	0	0	0.000839317	0.003351599	0.00300262	0.002496648	0.045892415	0	0.002273877	0.002474045	0.003902203	0.003573135	0.001530826	0.022428673	0.00068109	0.000310098	0.073417198	0.001215427	0.001464914	0.004672013	0.000835145
ENSG00000229066	AC096649.3	0.003100447	0.005081727	0.002020512	0.002184191	0.004121499	0.002191753	0.003634595	0.00092806	0.001161184	0.001919175	0.00082016	0.002280059	0.003532451	0.005645178	0.002177677	0.00158079	0.002139676	0.002034329	0.002072183	0.001862936	0.003883564	0.002776064	0.003380082	0	0	0.004576554	0.001853335	0.004384559	0.002660591	0.003901765	0	0.003420272	0.005314393	0	0	0.000447646	0.004622394	0.00553369	0.002786699	0.004204557	0.003815162	0.000850074	0.00739777	0.004030733	0.00320244	0.003345279	0.000751262	0.003323472	0.001676207	0.696363276	0.006011733	0.005611553	0.002115659	0.003681219
ENSG00000230384	AC016739.1	0.002224994	0.002371719	0.001469459	0.002765705	0.002270531	0.002741746	0.003060098	0.002076107	0.002347787	0.001843188	0.004604358	0.002122434	0.002629382	0.001827967	0.002944476	0.003336971	0.002184512	0.002193687	0.019186251	0.006761475	0.002262402	0.003288574	0.006738369	0	0.015665549	0.004620546	0.00294244	0.002668977	0.002929826	0.002980714	0	0.00075862	0.00091743	0.002787158	0	0.001565997	0.004781205	0.002142479	0.00281793	0.003806293	0.008329874	0.001299671	0.001358352	0.003425901	0.003344168	0.002351411	0.002781381	0.002495122	0.001173556	0.076224557	0.002953744	0.006894852	0.003305591	0.001213566
ENSG00000215802	RFKP1	0.000600589	0.002820551	0.017274509	0.000747931	0.001521126	0.002080233	0.011985181	0.030216148	0.076479018	0.104601213	0.306592052	0.411990457	0.12010121	0.124470872	0.063703464	0.046214057	0.16117393	0.08226617	0.022486849	0.018202045	0.003625067	0.013093016	0.003042981	0.032151371	0	0.004798207	0.00291878	0.002613581	0.001859889	0.002477517	0	0.000721186	0.000122975	0.001968917	0	0.001393788	0.002888889	0.000688017	0.001263637	0.015417017	0.012224055	0.002838643	0.029164718	0.001589492	0.001886691	0.001626762	0.003209581	0.002564404	0.006413046	0.207298921	0.004397672	0.003196758	0.002893579	0.000772117
ENSG00000267423	AC005616.2	0.008468894	0.008997709	0.016546233	0.007597392	0.00538525	0.010166095	0	0.005826917	0.001293082	0.007549561	0.006243007	0.00925926	0.005262801	0.002154637	0.004949461	0.028238726	0.00973239	0.004106472	0.013813959	0.023300856	0.013178037	0.003266251	0.018531557	0	0.01878944	0.005184518	0.002402347	0.00724262	0.003069556	0.004932635	0	0.004570255	0.00252314	0.218634799	0.997271568	0.011333144	0.008220767	0.049326911	1.95272348	0.008526976	0.010879311	0.013469648	0.243489651	0.028452262	0.005261427	0.006124045	0.003562959	0.007541306	0.002252067	0.028686542	0.012373274	0.005570294	0.011518473	0.011621808
ENSG00000253335	RP11-420B22.1	0.024208006	0.034098255	0.061331468	0.008871868	0.016729619	0.007952811	0.017735658	0.009153059	0.012978902	0.010292156	0.004127908	0.01226659	0.006206195	0.006869489	0.007054245	0.008641357	0.021958591	0.011417577	0.003210091	0.005148036	0.028583425	0.038624421	0	0	0	0.005271879	0.018177461	0.010719977	0.035099727	0.008727689	0.017679162	0.021913123	0.008757612	0.004920298	0.021362963	0.041093102	0.017230448	0.040307002	0.006098201	0.023823146	0.178064113	0.002982356	0.040984885	0.011015427	0.044403755	0.032742467	0.026960614	0.037345113	0.038188749	0.782316347	0.021503025	0.01509674	0.032260984	0.002414738
ENSG00000223096	RNU5E-9P	0.000733255	0.002201546	0.003810484	0.000932227	0	0.001994386	0	0.006235101	0.015051201	0.010634557	0.040856416	0.029612638	0.012865555	0.012399977	0.015710364	0.004682871	0.00441024	0.008454428	0.002090521	0.007482957	0	0.001355204	0.008958168	0	0	0.005303458	0.00310997	0.00154345	0.003172588	0.003078887	0	0.004042324	0.004306506	0	0	0	0.005802379	0	0.018748446	0.003446261	0.006707123	0	0.008236452	0	0.002819323	0	0	0.003189926	0.004855846	0.018133913	0.008346978	0.006622216	0	0.001578743
ENSG00000259173	RP11-30K9.7	0.007456737	0.001292639	0.001328401	0.005618338	0.00318632	0.004435702	0	0.003860497	0.009566647	0.004417647	0.015867263	0.012460711	0.00457557	0.007563535	0.005780342	0.008028955	0.003951457	0.004979114	0.015076875	0.009052357	0.002739016	0.004083479	0.003230946	0	0	0.00572589	0.002857023	0.007213721	0.003588039	0.003708031	0	0.002424119	0.002869137	0	0.03620738	0.003755436	0.004706556	0.004846399	0.00591955	0.011637624	0.013507772	0.00300296	0.014812194	0.006478505	0.002753908	0.002848524	0.002462663	0.002522333	0.001958995	0.018405558	0.005855214	0.00923705	0.000900749	0.001947633
ENSG00000223504	RP11-542F9.1	0.030103434	0.023559851	0.004661408	0.060521116	0.135222444	0.027393029	0.065579298	0.04198359	0.043009158	0.066901298	0.279380054	0.342682173	0.033785557	0.034426235	0.050895323	0.245510826	0.066510102	0.038132012	0.166724522	0.246381764	0.030207234	0.006511722	0.009234713	0.034559781	0.036345146	0.005745328	0.002530096	0.013074589	0.003015126	0.015066846	0.122252941	0.050451646	0.031363803	0.009613877	0	0.002364829	0.004938954	0.017792501	0.00716135	0.797855156	0.004198666	0.002464128	0.043306671	0.02262739	0.033662507	0.059520486	0.005839914	0.001504975	0.006407664	2.528365267	0.04981562	0.023538656	0.03116324	0.000382706
ENSG00000233735	RP11-567G24.3	0.001065645	0.001233413	0.000376925	0.000876243	0.00163086	0	0	0.028642317	0.02091261	0.026223975	0.035561489	0.04856461	0.021411263	0.02384133	0.010974178	0.015145317	0.011883458	0.008731968	0.016641658	0.008638856	0.000419549	0.007802817	0.001493015	0	0	0.005999875	0.006812177	0.002919695	0.001184352	0.000472907	0	0.001332182	0	0.000784247	0	0	0.001984042	0	0.000366311	0.038657517	0.00212328	0.000428804	0.038987872	0.00080145	0.001052172	0.000930345	0.003599868	0.001089932	0.000299593	0.022232059	0.003077095	0	0.003970629	0.000382838
ENSG00000267389	CTC-459F4.7	0.003035988	0.004691219	0.005278055	0.003452602	0.001748149	0.002134437	0.003957772	0.004044373	0.010000281	0.007475871	0.002178487	0.005561666	0.013002995	0.013455061	0.005766766	0.013290239	0.010069001	0.00761174	0.00460385	0.004706634	0.012870072	0.001860646	0.000579115	0.004786498	0	0.006003356	0.00358233	0.00371726	0.001806369	0.00442524	0.006367188	0.002385474	0.001124113	0.009424936	0.004921921	0.071613986	0.006962434	0.009728826	0.001664254	0.018206239	0.00735447	0.001186979	0.013132737	0.022560291	0.00273916	0.0018631	0.003125904	0.003559745	0.003646764	1.459007714	0.015179293	0.008578302	0.006515064	0.000569859
ENSG00000230818	MTND2P16	0.006559783	0.007665913	0.00761405	0.014770492	0.012560026	0.013861202	0	0.006575132	0.009335067	0.011111267	0.003756661	0.004767653	0.01060738	0.007858207	0.012514296	0.014563337	0.012346859	0.011421709	0.004129918	0.011103899	0.006909892	0.001205848	0.002138291	0	0	0.006185492	0.005727863	0.007673095	0.00260701	0.006510764	0.025085388	0.010149156	0.005473241	0.004826285	0	0.0027273	0.024232353	0.001986186	0.004772756	0.035288465	0.013890395	0.000905663	0.013832276	0.007200029	0.010390853	0.009850771	0.055258964	0.003878345	0.006122991	0.043600895	0.012223467	0.006184174	0.010865579	0.00036355
ENSG00000236960	RP11-265G8.3	0.000694389	0.002086576	0.01063111	0.0035602	0.008227552	0.00331513	0	0.004623241	0.002028026	0.00064207	0.000957642	0	0.002688849	0.002256294	0.002016282	0.001126211	0.0032174	0	0	0.001658238	0.002027648	0.003231718	0.002575774	0	0	0.006474464	0.001670404	0.003614778	0.001565971	0.004096584	0	0.004473418	0.002292987	0.001885586	0	0.002288817	0.011272216	0	0.001612313	0.016453682	0.01058652	0	0.012397506	0.002514411	0.003509317	0.001295417	0.05568741	0	0.001937871	0.092834148	0.004314691	0.001674707	0.003803856	0.000570949
ENSG00000266928	CTB-70G10.1	0.011231388	0.003357601	0	0.003680686	0.008404159	0.003483619	0.126340467	0.011886404	0.000668745	0.012410843	0.000458893	0.000552732	0.003417111	0.002231113	0.010306005	0.009548068	0.0372719	0.009149536	0.020700941	0.001497429	0.007624945	0.441515358	0.004216715	0	0.010111216	0.00650676	0.025643276	0.001019691	0.001771873	0.002625831	0.027006634	0.005054247	0.006310092	0.121948169	0	0.000826341	0.003653176	0.00426276	0.002292713	0.019689687	0.006002406	0.066153094	0.034701939	0.009446899	0.003377617	0.007779358	0.03868236	0.030601356	0	0.121539047	0.006013801	0.000674098	0.00573904	0.015097152
ENSG00000266977	CTC-459F4.5	0.008039095	0.00813894	0.009318897	0.007528514	0.005291369	0.002722877	0.01192168	0.010605215	0.015927852	0.015555509	0.022528266	0.032515553	0.017237965	0.017777623	0.009396594	0.013378332	0.016977533	0.010242666	0.004975161	0.004394017	0.013469668	0.005768707	0.008806358	0	0.033044367	0.006640827	0.005163672	0.00840086	0.005443564	0.010825165	0	0.001969803	0.002234004	0.003865399	0	0.083424012	0.007287994	0.020138435	0.003887277	0.021439195	0.012789484	0.003560147	0.017640569	0.017421287	0.007801753	0.010220236	0.012026332	0.014257276	0.004899469	2.556941854	0.021334467	0.014221204	0.006658929	0.004992551
ENSG00000227241	AC011998.4	0.005337398	0.001586452	0.004139906	0.004305006	0.004984182	0.004503428	0	0.005835064	0.002626506	0.016591583	0.013987861	0.010478194	0.00174415	0.006947146	0	0.008004087	0	0.003209897	0.004275413	0.006398878	0.002833456	0.005940308	0	0	0	0.006655557	0.004693227	0	0.006445193	0.000745084	0	0.006687381	0.008678866	0.00367158	0	0.007561048	0.007676117	0.005111052	0.016138919	0.005527126	0.003036451	0.007862387	0.013873927	0.001676191	0.00283249	0.007301038	0.008311988	0	0.002371751	0.02371296	0.010783021	0	0.007156488	0.003778571
ENSG00000231112	MTHFD2P3	0.005322497	0.007312877	0.004443785	0.007991507	0.005272758	0.006125425	0	0.011943537	0.003035791	0.00440715	0.006480152	0.005198848	0.003980115	0.015950254	0.00306152	0.005845639	0.005467171	0.006664597	0.002118349	0.001698522	0.006602101	0.004715975	0.005429576	0	0	0.006725596	0.011054054	0.001087869	0.003617601	0.003071594	0.024178109	0.000929421	0.000555859	0.001387463	0	0.003141216	0.010720801	0.004942721	0.004673195	0.009823413	0.001388841	0.003662265	0.009125023	0.003368215	0.00965701	0.020270428	0.01325224	0.012195478	0.008822405	0.121894264	0.007910743	0.003981519	0.005433822	0.013460841
ENSG00000253030	MIR2116	0.017017867	0.028494455	0.009142169	0.023143893	0.028327481	0.029051662	0	0.005424229	0	0.001550383	0.003029803	0	0.006019951	0.007521709	0.008773949	0.002379086	0.002957734	0.003922319	0.007225402	0	0.019310183	0.03428899	0.072438529	0	0.079634856	0.006873542	0.016214691	0.015010881	0.014882845	0.013713008	0	0.01364761	0.004716498	0.026204292	0	0.006831226	0.026551756	0.010012116	0.007167687	0.041092248	0.014491835	0.009746909	0.012233527	0.007034911	0.028044778	0.032673255	0.040471592	0.009429836	0.010326584	0.024196352	0.013884375	0.025718773	0.022119091	0.002331564
ENSG00000259466	NPM1P47	0.012164452	0.01239442	0.021852206	0.007014262	0.01134278	0.00707299	0	0.025317455	0.019271545	0.069356773	0.007478573	0.009015217	0.017082611	0.015816582	0.029636185	0.035551761	0.151074041	0.04822759	0.033630388	0.034177705	0.010954246	0.004954129	0.004325567	0	0.035094979	0.006887065	0.022713113	0.006483756	0.003985507	0.007848427	0.006216141	0.005020742	0.004478263	0.008993605	0.060154907	0.010746587	0.020628682	0.007427415	0.005966241	0.01098542	0.00673194	0.04887574	0.700704568	0.00645007	0.004615658	0.00274633	0.044474439	0.00701487	0.017133997	0.025445804	0.007538441	0.016340176	0.002659737	0.000690965
ENSG00000235940	MTND1P21	0.015876854	0.010323081	0.007341453	0.003807708	0.013568857	0.002868555	0	0.026022135	0.03877929	0.047592773	0.18928495	0.261807469	0.034095556	0.043688352	0.028092798	0.037405124	0.04325301	0.03883127	0.012826153	0.018568173	0.062696673	0.008289131	0	0.083990339	0	0.006922898	0.005677587	0.003261785	0.058910794	0.005245559	0	0.5465306	0.441483233	0.017139066	0	0.000728004	0.079361988	0.105782633	0.00254539	0.076692665	0.016949742	0.019033253	0.083302578	0.039396465	0.22661972	0.159072731	0.012446634	0.002734123	0.011928781	0.010601187	0.097368099	0.00569623	0.079576551	0.002239688
ENSG00000267243	AC005307.3	0.015869948	0.01771633	0.010119122	0.006503042	0.009649467	0.011009245	0.003945354	0.108656775	0.034608683	0.160396087	0.010354236	0.014638499	0.028147676	0.040422865	0.017735437	0.057316799	0.332283812	0.14327866	0.014161954	0.01442821	0.02355278	0.032691476	0.065658922	0	0.006791401	0.007183001	0.019586264	0.008917837	0.005267879	0.010541509	0	0.017992855	0.006762007	0.033797991	0.00817333	0.002590113	0.017649499	0.004828396	0.016518075	0.01610835	0.00836134	0.852891908	0.102577575	0.012622189	0.019948284	0.027805574	0.010606383	0.043043436	0.006345226	0.666298959	0.08872734	0.007454237	0.011559623	0.089786592
ENSG00000261316	CTC-400I9.1	0.007365662	0.001022762	0.003105811	0	0.001588475	0.002105288	0	0.103355881	0.177732986	0.081889207	0.004754406	0.007399448	0.172538656	0.192512563	0.201633704	0.068130466	0.039836286	0.085127333	0.068424928	0.030841649	0.012278168	0.001516973	0.001238461	0.028704223	0	0.007848547	0.002882001	0.003325464	0	0.001480124	0.041822392	0.001459184	0.001485653	0	0	0.000925957	0.002477352	0.006869803	0.002391118	0.018730465	0.042505278	0.000704342	0.02475292	0.004428395	0.019342295	0.021536428	0.006582315	0.009823546	0.000644659	0.054165274	0.450577744	0.016633923	0.006622582	0.001741748
ENSG00000236231	AC017048.2	0.01759142	0.006540729	0.001899737	0.003160804	0.010935355	0.007533913	0.472481205	0.001002874	0.003617415	0.004077374	0	0.000262466	0.002101737	0.000698494	0.000780178	0.002539991	0.008914623	0.002200135	0.002096226	0.001464344	0.014286308	0.00841298	0.015053977	0.088169632	0.032319875	0.008343183	0.006164689	0.012388165	0.207138544	0.009810216	0.050568517	0.00237224	0.000669555	0.011033374	0.011182459	0.001046712	0.001362619	0.037031811	0.00272615	0.042860197	0.014942175	0.00122683	0.009516358	0.021193028	0.054702187	0.035849104	0.006826696	0.003039691	0.004878442	0.114712516	0.002603616	0.030536924	0.065136374	0.000542739
ENSG00000270255	RP11-420B22.2	0.038435445	0.05910402	0.082380746	0.016621908	0.020056352	0.012784769	0.063344584	0.015415877	0.012698126	0.032361036	0.011173895	0.023831055	0.013651916	0.019229573	0.01720867	0.025288088	0.039905993	0.013018257	0.020063066	0.028583007	0.037567835	0.061041257	0.000734359	0.026898241	0.066272442	0.008428763	0.017284762	0.011528836	0.044390729	0.01352186	0	0.032720551	0.012127886	0.008452699	0	0.055494527	0.025220318	0.043445995	0.005973545	0.033650023	0.258036403	0.005375029	0.063160053	0.02636819	0.069656972	0.044287562	0.032424505	0.037461888	0.055731354	1.002915905	0.038530268	0.007194676	0.048212806	0.001619353
ENSG00000259600	RP11-925D8.3	0.014241733	0.030201038	0.00365596	0.007629393	0.01010337	0.005548406	0.038726283	0.004213909	0.00786043	0.004882091	0.021974078	0.033340271	0.01172516	0.008207708	0.035516571	0.002736224	0.004809263	0.008332306	0.003859186	0.002896791	0.013616922	0.014480847	0.008718612	0	0.005742948	0.008437581	0.007586285	0.003906405	0.004939578	0.005413925	0.014022932	0.066030437	0.00670971	0.009765449	0.026190466	0.097990671	0.159998999	0.014335287	0.003171057	0.020505288	0.00343706	0.004042345	0.014315349	0.077217378	0.027222371	0.023507848	0.004736968	0.066606631	0.007956158	0.153089872	0.008558291	0.010303418	0.005863413	0.408148912
ENSG00000259626	RP11-925D8.2	0.011455831	0.028299154	0.003213866	0.009326984	0.009301501	0.007323447	0.012674136	0.004046453	0.006754832	0.005624901	0.012832547	0.023219302	0.005120627	0.0023487	0.016229804	0.000549594	0.003433967	0.000707701	0.00196745	0	0.007558658	0.010052284	0.002530105	0	0	0.008485026	0.006151115	0.004159724	0.002534344	0.006276067	0	0.063731845	0.005306804	0.01527369	0	0.07271051	0.139181924	0.0077355	0.002138572	0.017628826	0.010727511	0.0039379	0.016932391	0.0759265	0.016531746	0.015460005	0.001885486	0.065509497	0.003969415	0.146362806	0.008577683	0.002590651	0.006461691	0.407262263
ENSG00000259671	RP11-925D8.6	0.017524166	0.037798877	0.006811399	0.008856207	0.011597598	0.00635299	0.034096217	0.003346365	0.010677189	0.010927704	0.026581458	0.022490964	0.011526103	0.008285208	0.033869586	0.004290833	0.0074664	0.008000505	0.001477207	0.002374675	0.011629126	0.019642131	0.007833731	0.005399879	0.012106846	0.009365952	0.004844016	0.00414183	0.007729823	0.006685562	0.088483492	0.064144746	0.006673889	0.010349688	0.021135137	0.112809554	0.209744106	0.012792885	0.004533754	0.017126147	0.009666417	0.002344943	0.011736834	0.047770748	0.034141809	0.024566801	0.00417401	0.076765332	0.008443929	0.064955734	0.009008669	0.007287803	0.010980573	0.461563064
ENSG00000239279	RN7SL184P	0.037475287	0.0436217	0.005256735	0.052201215	0.06094101	0.026042671	0.046541564	0.012869474	0.003308405	0.000674569	0.008611733	0.009792599	0.004687729	0.003586201	0.004796087	0.006872381	0	0.002018174	0.001795355	0.006858666	0.021294997	0.118519914	0.011604175	0	0	0.009610541	0.006888401	0.013056049	0.008136225	0.012196535	0	0.248266173	0.137920828	0.01001911	0	0.02233028	0.01116795	0.010300351	0.046662049	0.012047713	0.011193945	0.006030474	0.029727642	0.011659959	0.009452937	0.008701009	0.018338309	0.01078521	0.012224287	0.008191098	0.036063346	0.01083379	0.010339683	0.002966575
ENSG00000259379	RP11-925D8.5	0.019612711	0.035759439	0.00441249	0.009501908	0.021405686	0.004545205	0.060377289	0.006332846	0.011700894	0.009726995	0.035065543	0.033393624	0.012283856	0.011394201	0.044066586	0.006550673	0.008412405	0.008663696	0.005129516	0.004513053	0.011911759	0.013579152	0.006256791	0.023678672	0	0.009671145	0.007347169	0.005656282	0.003928198	0.008309043	0.01092203	0.066722644	0.008494788	0.014446553	0	0.113901786	0.207340856	0.013001362	0.004346705	0.024280612	0.00545813	0.0049579	0.015424941	0.063539493	0.037526685	0.026321714	0.006228433	0.092567343	0.012479338	0.157928569	0.010591055	0.006870595	0.008215119	0.59261362
ENSG00000253270	RP11-1105O14.1	0.035213197	0.018215542	0.029931797	0.029989521	0.059476798	0.01962638	0.007576784	0.029955284	0.028496073	0.030022941	0.003294375	0.00176948	0.014584181	0.01486363	0.015992762	0.01474059	0.021508209	0.0169964	0.009240335	0.015559839	0.035080646	0.020161542	0	0.063615803	0.017146306	0.009687849	0.007052902	0.012743086	0.007646167	0.014247259	0.033890363	0.266515092	0.974480189	0.190999474	0	0.018927841	0.068803356	0.039731373	0.006060827	0.040672888	0.037803424	0.110101726	0.019206476	0.620101247	0.016445383	0.012575461	0.016956291	0.041055094	0.08730332	0.06115186	0.280460723	0.00947869	0.012208424	0.045878187
ENSG00000230290	ARMC2-AS1	0.026587624	0.024436839	0.014912498	0.016657246	0.017958279	0.010489264	0	0	0	0.003632536	0.005500401	0.006451334	0.002299833	0	0.001479024	0.007339485	0.002335813	0.001628691	0	0.002420127	0.013331307	0.003996644	0	0	0	0.010484138	0.013980772	0.008662635	0.009126178	0.011426161	0.066304929	0.009321521	0.00687055	0.013742979	0	0.001371127	0.034732981	0.010912697	0.002067184	0.019103952	0.014030784	0.003323429	0.021976135	0.021014768	0.009941165	0.009363505	0.034986747	0.127537875	0.003860502	0.0402106	0.031687985	0.013857407	0.02863596	0.050266172
ENSG00000233615	HNRNPA1P42	0.012080834	0.011960026	0.014386038	0.010473534	0.009145458	0.016045774	0.006160559	0.027766305	0.032886414	0.058189478	0.256138433	0.254786815	0.034686351	0.061892371	0.028951233	0.034681617	0.063969629	0.033494499	0.020979687	0.015067886	0.012675933	0.01781921	0.023865592	0.008133697	0.00615965	0.010503595	0.011642358	0.0093852	0.011411046	0.009936936	0.016352936	0.007880631	0.004705769	0.009130967	0	0.004498002	0.014511057	0.005918719	0.008372548	0.020873177	0.043883199	0.004923307	0.022386978	0.011589808	0.015014452	0.010761865	0.01279474	0.009680551	0.014175207	0.016962697	0.012612423	0.015641036	0.010826395	0.005116176
ENSG00000239539	HMGN1P20	0.009921854	0.00533299	0.005834958	0.02471375	0.024122909	0.009752194	0.034544449	0.013258602	0.01159794	0.007100388	0.00348441	0.001086438	0.009670604	0.006627175	0.003432303	0.016017438	0.015564323	0.007040107	0.014712988	0.0021614	0.008594571	0.016267646	0.002032537	0.062551425	0	0.010610948	0.005239986	0.020204554	0.002295595	0.007391439	0	0.006782442	0.001583699	0.004255735	0	0.002234689	0.027618579	0.001842122	0.001127213	0.026842163	0.025595576	0.001217111	0.05109623	0.016926557	0.006898368	0.00609241	0.058728566	0.003887182	0.00964636	0.25660319	0.019647838	0.016976918	0.007028768	0.002047381
