ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000154518	ATP5G3	2	176040986	176049335	-1	protein_coding	518	ATP5G3	0.538092564469556	2.392440897	0	0	265	5.13246e-14	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Colon_Sigmoid:GTEx/v7/Esophagus_Gastroesophageal_Junction:GTEx/v7/Esophagus_Muscularis:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Pancreas:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Testis:GTEx/v7/Thyroid:GTEx/v6/Whole_Blood:GTEx/v6/Artery_Tibial:GTEx/v6/Colon_Transverse:GTEx/v6/Esophagus_Muscularis:GTEx/v6/Muscle_Skeletal:GTEx/v6/Nerve_Tibial:GTEx/v6/Testis	-	Yes	Left_Ventricle:Liver:Right_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527;rs4072527:rs62177211	2:3
ENSG00000200121	Y_RNA	2	176041227	176041318	-1	misc_RNA	NA	NA	NA	NA	0	0	1	5.92947e-05	0.0340277777777778	BIOSQTL/BIOS_eQTL_geneLevel	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527;rs4072527:rs62177211	2:3
ENSG00000233131	AC096649.1	2	176048943	176049335	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527:rs62177211	2:3
ENSG00000229066	AC096649.3	2	176121978	176319368	1	lincRNA	NA	NA	NA	NA	187	20.3	10	1.53063e-05	0.00674253	GTEx/v8/Testis	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527;rs4072527:rs62177211	2:3
ENSG00000221347	AC096649.4	2	176195101	176195200	1	miRNA	NA	NA	NA	NA	11	13.84	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527;rs4072527:rs62177211	2:3
ENSG00000223976	EXTL2P1	2	176707615	176708030	1	pseudogene	NA	EXTL2P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Pancreas:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.48e-05	rs4072527:rs62177211	2:3
ENSG00000144320	KIAA1715	2	176788620	176867567	-1	protein_coding	80856	KIAA1715	0.00192358301419587	2.544982328	0	0	219	4.95472e-09	2.64218e-07	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/MEDU:GTEx/v7/Artery_Aorta	-	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527;rs4072527:rs62177211	2:3
ENSG00000174279	EVX2	2	176942200	176948641	-1	protein_coding	344191	EVX2	NA	-1.198189843	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000128714	HOXD13	2	176957619	176960666	1	protein_coding	3239	HOXD13	0.33206948542304	-0.518593405	0	0	109	1.71139e-14	3.76714e-14	GTEx/v8/Muscle_Skeletal:GTEx/v7/Muscle_Skeletal:GTEx/v6/Muscle_Skeletal	+	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527;rs4072527:rs62177211	2:3
ENSG00000170178	HOXD12	2	176964458	176966408	1	protein_coding	3238	HOXD12	0.00334591723055039	-0.141540598	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.0007642	rs4072527:rs62177211	2:3
ENSG00000128713	HOXD11	2	176968944	176974722	1	protein_coding	3237	HOXD11	0.0131898476206074	-0.246478658	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.0007642	rs4072527:rs62177211	2:3
ENSG00000216193	AC009336.1	2	176973371	176973458	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.0007642	rs4072527:rs62177211	2:3
ENSG00000128710	HOXD10	2	176973518	176984670	1	protein_coding	3236	HOXD10	0.132556118191002	0.377984571	0	0	108	4.71374e-08	1.0768e-05	GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Muscle_Skeletal:GTEx/v6/Muscle_Skeletal	-	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.0007642	rs4072527;rs4072527:rs62177211	2:3
ENSG00000237380	HOXD-AS2	2	176986339	177001826	-1	antisense	100506783	HOXD-AS2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527:rs62177211	2:3
ENSG00000128709	HOXD9	2	176987088	176989853	1	protein_coding	3235	HOXD9	0.422099307773999	-0.519472777	0	0	2	7.23071e-06	0.000962027	GTEx/v8/Esophagus_Mucosa	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.0007642	rs4072527;rs4072527:rs62177211	2:3
ENSG00000175879	HOXD8	2	176994422	176997423	1	protein_coding	3234	HOXD8	0.617630962362728	NA	0	0	1	0.000188884	0.0345633	GTEx/v8/Esophagus_Mucosa	+	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.0007642	rs4072527;rs4072527:rs62177211	2:3
ENSG00000128652	HOXD3	2	177001340	177037830	1	protein_coding	401021	HOXD3	0.407559214082803	-0.487748089	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527:rs62177211	2:3
ENSG00000207744	MIR10B	2	177015031	177015140	1	miRNA	406903	MIR10B	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527:rs62177211	2:3
ENSG00000170166	HOXD4	2	177015950	177017954	1	protein_coding	3233	HOXD4	0.167399010627391	-0.013197789	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527:rs62177211	2:3
ENSG00000272729	RP11-387A1.5	2	177028892	177030444	-1	antisense	NA	NA	NA	NA	0	0	10	3.20461e-05	0.0274777	GTEx/v8/Artery_Tibial	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs4072527;rs4072527:rs62177211	2:3
ENSG00000224189	HOXD-AS1	2	177037923	177053686	-1	antisense	401022	HOXD-AS1	NA	NA	0	0	1	5.46855e-05	0.0170963	GTEx/v8/Esophagus_Mucosa	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.0007642	rs4072527;rs4072527:rs62177211	2:3
ENSG00000226363	AC009336.24	2	177042445	177043736	1	lincRNA	NA	NA	NA	NA	0	0	9	0.000113177	2.55261e-21	GTEx/v8/Adipose_Subcutaneous	+	Yes	Fetal_Cortex:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.0007642	rs4072527;rs4072527:rs62177211	2:3
ENSG00000128645	HOXD1	2	177053307	177055688	1	protein_coding	3231	HOXD1	0.0105884596930334	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.0007642	rs4072527:rs62177211	2:3
ENSG00000218175	AC016739.2	2	177065636	177065980	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.0007642	rs4072527:rs62177211	2:3
ENSG00000230384	AC016739.1	2	177106839	177107721	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.48e-05	rs62177211:rs4072527	2:3
ENSG00000128654	MTX2	2	177134123	177202753	1	protein_coding	10651	MTX2	0.0813718081793007	-0.164408677	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.007703	rs4072527:rs62177211	2:3
ENSG00000237260	AC073069.2	2	177203365	177203805	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000265186	AC068706.2	2	177246960	177247060	-1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	0.003205	rs62177211:rs4072527	2:3
ENSG00000221304	AC068706.1	2	177248155	177248304	-1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	0.003205	rs62177211:rs4072527	2:3
ENSG00000229434	AC017048.1	2	177370973	177372430	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000236231	AC017048.2	2	177389607	177396411	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000272551	RP11-324L17.1	2	177476165	177476977	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000163364	LINC01116	2	177494317	177502659	-1	lincRNA	375295	LINC01116	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000224577	LINC01117	2	177502438	177520686	1	lincRNA	NA	LINC01117	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000252027	RNU6ATAC14P	2	177529404	177529494	1	snRNA	NA	RNU6ATAC14P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000230552	AC092162.1	2	177588996	177684038	-1	lincRNA	101930299	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000237053	FUCA1P1	2	177669715	177671065	-1	pseudogene	NA	FUCA1P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.48e-05	rs4072527:rs62177211	2:3
ENSG00000223777	AC092162.2	2	177674154	177674587	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.48e-05	rs4072527:rs62177211	2:3
ENSG00000227098	AC073636.1	2	177710721	177714156	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.557e-06	rs4072527:rs62177211	2:3
ENSG00000206866	RNU6-187P	2	177794713	177794818	-1	snRNA	NA	RNU6-187P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	0.007142	rs4072527:rs62177211	2:3
ENSG00000236501	AC079305.11	2	177855236	178029244	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Pancreas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.48e-05	rs62177211:rs4072527	2:3
ENSG00000251746	RNA5SP112	2	178003427	178003525	1	rRNA	NA	RNA5SP112	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Pancreas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.48e-05	rs62177211:rs4072527	2:3
ENSG00000229337	AC079305.8	2	178020350	178077390	-1	antisense	NA	NA	NA	NA	1	0.029	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000226273	AC079305.5	2	178042423	178042983	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000201102	Y_RNA	2	178059711	178059823	1	misc_RNA	NA	NA	NA	NA	1	0.029	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000213069	KRT8P40	2	178062713	178063275	1	pseudogene	NA	KRT8P40	NA	NA	1	0.029	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000170144	HNRNPA3	2	178077291	178088686	1	protein_coding	220988	HNRNPA3	0.992644939735303	-0.310051339	1	0.029	8	1.84997e-05	0.0425309	CMC_SVA_cis:GTEx/v7/Esophagus_Gastroesophageal_Junction	NA	Yes	Fetal_Cortex:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000263721	MIR4444-2	2	178077454	178077527	1	miRNA	100846999	MIR4444-2	NA	NA	1	0.029	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000116044	NFE2L2	2	178092323	178257425	-1	protein_coding	4780	NFE2L2	0.686008361900756	-0.150923925	2	8.442	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.007703	rs62177211;rs4072527:rs62177211	2:3
ENSG00000225808	DNAJC19P5	2	178093919	178094234	-1	pseudogene	NA	DNAJC19P5	NA	NA	0	0	3	9.71659e-05	0.00821356594956009	PsychENCODE_eQTLs	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:hESC	NA	rs62177211	3
ENSG00000265396	MIR3128	2	178120673	178120738	-1	miRNA	100422824	MIR3128	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.003205	rs62177211:rs4072527	2:3
ENSG00000222043	AC079305.10	2	178129087	178130243	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.003205	rs62177211:rs4072527	2:3
ENSG00000213963	AC074286.1	2	178148236	178257419	-1	sense_overlapping	100130691	NA	NA	NA	2	8.442	1	0.000228027	3.12837e-08	GTEx/v8/Adipose_Subcutaneous	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.007703	rs62177211;rs4072527:rs62177211	2:3
ENSG00000271825	RP11-337N6.2	2	178165328	178166734	1	antisense	NA	NA	NA	NA	0	0	1	3.55922e-06	0.027093409	GTEx/v6/Pituitary	NA	Yes	Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000271996	RP11-337N6.1	2	178171101	178175300	1	antisense	NA	NA	NA	NA	0	0	1	0.0004691	0.0378306451612903	TIGER/Nom_Alonso_Pancreatic_islets	NA	Yes	Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000237178	AC019080.1	2	178209171	178209564	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.003205	rs62177211:rs4072527	2:3
ENSG00000238295	snoU13	2	178210586	178210689	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Aorta:Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.003205	rs62177211:rs4072527	2:3
ENSG00000018510	AGPS	2	178257372	178408564	1	protein_coding	8540	AGPS	0.998805101972043	0.266122876	3	8.442	49	1.3595e-09	1.30941469163284e-05	eQTLcatalogue/Fairfax_2014_IFN24:eQTLGen_cis_eQTLs	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.007703	rs62177211;rs4072527:rs62177211	2:3
ENSG00000196659	TTC30B	2	178413726	178417742	-1	protein_coding	150737	TTC30B	0.00186185059553787	0.372801539	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs62177211	3
ENSG00000237655	AC073834.3	2	178467817	178483300	1	antisense	NA	NA	NA	NA	0	0	1	0.000645103	0.0406822491428622	PsychENCODE_eQTLs	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs62177211;rs62177211:rs4072527	2:3
ENSG00000197557	TTC30A	2	178477720	178483694	-1	protein_coding	92104	TTC30A	1.362196147394e-05	2.441124862	0	0	4	7.48431e-06	6.55989e-07	GTEx/v8/Artery_Tibial	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	0.007142	rs62177211;rs62177211:rs4072527	2:3
ENSG00000128655	PDE11A	2	178487980	178973066	-1	protein_coding	50940	PDE11A	4.16725018760818e-31	1.159768379	230	15.46	207	3.43633e-16	1.0827e-18	EyeGEx:eQTLcatalogue/TwinsUK_ge_fat:PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Nerve_Tibial:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Colon_Transverse:GTEx/v7/Heart_Left_Ventricle:GTEx/v7/Nerve_Tibial:GTEx/v7/Prostate:GTEx/v6/Adipose_Subcutaneous:GTEx/v6/Heart_Left_Ventricle	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000229941	AC012499.1	2	178563157	178588017	1	antisense	NA	NA	NA	NA	2	3.004	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.48e-05	rs62177211;rs62177211:rs4072527	2:3
ENSG00000236664	AC011998.1	2	178817838	178876716	-1	sense_intronic	NA	NA	NA	NA	129	14.67	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	0.002241	rs62177211	3
ENSG00000213962	API5P2	2	178862000	178863497	-1	pseudogene	NA	API5P2	NA	NA	42	14.67	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	0.002241	rs62177211	3
ENSG00000229744	AC011998.2	2	178882720	178883192	1	pseudogene	NA	NA	NA	NA	16	9.044	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.002241	rs62177211;rs62177211:rs4072527	2:3
ENSG00000206788	RNU6-629P	2	178903629	178903731	1	snRNA	NA	RNU6-629P	NA	NA	5	14.27	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.002241	rs62177211;rs62177211:rs4072527	2:3
ENSG00000249909	CYCTP	2	178957230	178969197	-1	pseudogene	NA	CYCTP	NA	NA	1	2.286	0	NA	NA	NA	NA	Yes	Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000227241	AC011998.4	2	178970364	178970480	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000155636	RBM45	2	178977151	179003738	1	protein_coding	129831	RBM45	0.000125349305556292	-0.549454408	4	5.852	180	2.5022e-36	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Nerve_Tibial	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
