Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
Linnarsson_GSE76381_Human_Midbrain	Peric	12806	-0.0094052	-0.0031154	0.043843	0.58493	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	DA1	12806	-0.022277	-0.0075608	0.054248	0.65933	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	Sert	12806	-0.019404	-0.008131	0.037962	0.69536	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	Rgl2c	12806	-0.030415	-0.010335	0.056066	0.70625	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	NbML5	12806	-0.051307	-0.013172	0.079956	0.73945	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	DA2	12806	-0.044592	-0.012691	0.065352	0.75248	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	NbML1	12806	-0.061491	-0.018593	0.08544	0.76414	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	NProg	12806	-0.092149	-0.023067	0.098449	0.82535	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	OMTN	12806	-0.070748	-0.025897	0.072743	0.83461	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	NbM	12806	-0.095961	-0.027163	0.091579	0.85263	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	RN	12806	-0.093967	-0.026002	0.074346	0.89686	0.90972	0.996876670716889
Linnarsson_GSE76381_Human_Midbrain	DA0	12806	-0.11952	-0.028118	0.089256	0.90972	0.90972	0.996876670716889
PsychENCODE_Developmental	Ex3	12017	0.0081025	0.018165	0.0073928	0.13655	0.77888125	0.822290145985402
PsychENCODE_Developmental	Microglia	12017	0.0058311	0.0076608	0.0073115	0.21258	0.77888125	0.963363031914894
PsychENCODE_Developmental	In3	12017	0.0056838	0.012516	0.0072062	0.21514	0.77888125	0.963363031914894
PsychENCODE_Developmental	Ex2	12017	0.0046293	0.011311	0.0064456	0.23632	0.77888125	0.985149305555556
PsychENCODE_Developmental	Ex4	12017	0.0049723	0.011546	0.0070727	0.24102	0.77888125	0.985149305555556
PsychENCODE_Developmental	Astrocytes	12017	0.0045228	0.0078941	0.0064916	0.243	0.77888125	0.985149305555556
PsychENCODE_Developmental	Endothelial	12017	0.0045721	0.0069869	0.0068196	0.2513	0.77888125	0.985149305555556
PsychENCODE_Developmental	Ex6	12017	0.0038443	0.0090548	0.0066079	0.28037	0.77888125	0.996876670716889
PsychENCODE_Developmental	Ex7	12017	0.0036651	0.0088277	0.006491	0.28616	0.77888125	0.996876670716889
PsychENCODE_Developmental	Ex5	12017	0.0036877	0.0087584	0.0069795	0.29863	0.77888125	0.996876670716889
PsychENCODE_Developmental	In8	12017	0.0038885	0.0084109	0.0074968	0.30199	0.77888125	0.996876670716889
PsychENCODE_Developmental	In4	12017	0.0036605	0.0084769	0.0071513	0.30438	0.77888125	0.996876670716889
PsychENCODE_Developmental	In6	12017	0.0034874	0.0081107	0.0071959	0.31397	0.77888125	0.996876670716889
PsychENCODE_Developmental	Ex8	12017	0.0029845	0.0071294	0.0063629	0.31952	0.77888125	0.996876670716889
PsychENCODE_Developmental	Ex1	12017	0.0026405	0.0062033	0.0067997	0.34889	0.77888125	0.996876670716889
PsychENCODE_Developmental	In1	12017	0.0028315	0.0062367	0.007673	0.35606	0.77888125	0.996876670716889
PsychENCODE_Developmental	In2	12017	0.0011457	0.0025804	0.0072874	0.43754	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	In5	12017	0.00075614	0.0017851	0.0067527	0.45542	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	In7	12017	0.0002108	0.00047349	0.0067422	0.48753	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	Oligodendrocytes	12017	-0.00064107	-0.0011493	0.0062238	0.54102	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	Fetal_Trans	12017	-0.0010099	-0.0016054	0.0075969	0.55287	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	Fetal_Pericytes	12017	-0.0010534	-0.0018742	0.0071285	0.55874	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	Fetal_ExN	12017	-0.0018611	-0.0034832	0.0071444	0.60276	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	Fetal_IPC	12017	-0.0017458	-0.0034419	0.0065947	0.60439	0.881402083333333	0.996876670716889
PsychENCODE_Developmental	Fetal_NEP	12017	-0.0041022	-0.005097	0.0098702	0.66115	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_Microglia	12017	-0.0027067	-0.0053132	0.006434	0.663	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_replicating	12017	-0.0052135	-0.0083172	0.0071716	0.76637	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_OPC	12017	-0.0056531	-0.010942	0.0075507	0.77297	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_Endothelial	12017	-0.0053853	-0.010391	0.007113	0.7755	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_Astrocytes	12017	-0.0056209	-0.011264	0.0069375	0.79108	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_quiescent	12017	-0.0066619	-0.010979	0.0080483	0.79608	0.88936	0.996876670716889
PsychENCODE_Developmental	OPC	12017	-0.0061796	-0.010618	0.0068661	0.81593	0.88936	0.996876670716889
PsychENCODE_Developmental	Neurons	12017	-0.0093286	-0.018132	0.007839	0.88297	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_Oligo	12017	-0.0068708	-0.014516	0.0056735	0.88704	0.88936	0.996876670716889
PsychENCODE_Developmental	Fetal_IntN	12017	-0.0087095	-0.016967	0.0071202	0.88936	0.88936	0.996876670716889
PsychENCODE_Adult	Astro	11977	0.18708	0.025553	0.088969	0.017755	0.3392625	0.497585
PsychENCODE_Adult	Ex2	11977	0.16035	0.061647	0.083308	0.027141	0.3392625	0.497585
PsychENCODE_Adult	Microglia	11977	0.23101	0.028753	0.16536	0.081224	0.541625	0.682473
PsychENCODE_Adult	Ex5b	11977	0.11003	0.03796	0.095903	0.12564	0.541625	0.811546153846154
PsychENCODE_Adult	In1b	11977	0.15651	0.031245	0.13719	0.12699	0.541625	0.811546153846154
PsychENCODE_Adult	Ex6a	11977	0.086582	0.023158	0.083249	0.14917	0.541625	0.863826923076923
PsychENCODE_Adult	Ex6b	11977	0.09495	0.025477	0.0991	0.16901	0.541625	0.869368902439024
PsychENCODE_Adult	Oligo	11977	0.11189	0.010854	0.12715	0.18944	0.541625	0.913964912280702
PsychENCODE_Adult	Ex4	11977	0.10555	0.023596	0.12298	0.19538	0.541625	0.931725433526011
PsychENCODE_Adult	Per	11977	0.1521	0.0098975	0.19411	0.21665	0.541625	0.963363031914894
PsychENCODE_Adult	Ex1	11977	0.046988	0.013435	0.099355	0.31814	0.723045454545455	0.996876670716889
PsychENCODE_Adult	Endo	11977	0.019065	0.0036108	0.060089	0.37552	0.747328125	0.996876670716889
PsychENCODE_Adult	Ex8	11977	0.018459	0.0056764	0.076662	0.40486	0.747328125	0.996876670716889
PsychENCODE_Adult	In8	11977	0.019949	0.0036708	0.14038	0.4435	0.747328125	0.996876670716889
PsychENCODE_Adult	Ex3e	11977	0.0077955	0.0018265	0.10484	0.47036	0.747328125	0.996876670716889
PsychENCODE_Adult	OPC	11977	0.006335	0.00096164	0.11637	0.47829	0.747328125	0.996876670716889
PsychENCODE_Adult	In1c	11977	-0.033167	-0.0057374	0.14276	0.59185	0.870367647058824	0.996876670716889
PsychENCODE_Adult	In4a	11977	-0.056469	-0.010217	0.11949	0.68174	0.92162	0.996876670716889
PsychENCODE_Adult	In7	11977	-0.063384	-0.012582	0.11819	0.70411	0.92162	0.996876670716889
PsychENCODE_Adult	In6b	11977	-0.071876	-0.016862	0.10164	0.76026	0.92162	0.996876670716889
PsychENCODE_Adult	In1a	11977	-0.094949	-0.019557	0.11772	0.79004	0.92162	0.996876670716889
PsychENCODE_Adult	In4b	11977	-0.10015	-0.023043	0.09839	0.84562	0.92162	0.996876670716889
PsychENCODE_Adult	In3	11977	-0.17495	-0.032556	0.1417	0.8915	0.92162	0.996876670716889
PsychENCODE_Adult	Ex9	11977	-0.084778	-0.01701	0.060053	0.92097	0.92162	0.996876670716889
PsychENCODE_Adult	In6a	11977	-0.14661	-0.029097	0.10353	0.92162	0.92162	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Fetal	Non.Neu	14222	0.13887	0.024818	0.10095	0.084484	0.253452	0.683326470588235
GSE168408_Human_Prefrontal_Cortex_level1_Fetal	PN	14222	0.048536	0.016925	0.097847	0.30994	0.46491	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Fetal	IN	14222	-0.23476	-0.049689	0.14855	0.94297	0.94297	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Neonatal	Non.Neu	14222	0.1853	0.035108	0.087232	0.016836	0.050508	0.497585
GSE168408_Human_Prefrontal_Cortex_level1_Neonatal	PN	14222	-0.0040971	-0.0016444	0.085827	0.51904	0.77856	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Neonatal	IN	14222	-0.25912	-0.069307	0.11858	0.98556	0.98556	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Infancy	Non.Neu	14222	0.10605	0.029693	0.051875	0.020467	0.061401	0.497585
GSE168408_Human_Prefrontal_Cortex_level1_Infancy	PN	14222	-0.045197	-0.022176	0.060265	0.77336	0.93417	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Infancy	IN	14222	-0.12389	-0.045277	0.082172	0.93417	0.93417	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Childhood	Non.Neu	14222	0.13046	0.028633	0.069554	0.030364	0.091092	0.516384
GSE168408_Human_Prefrontal_Cortex_level1_Childhood	PN	14222	-0.039631	-0.022006	0.061894	0.73901	0.84119	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Childhood	IN	14222	-0.080153	-0.033082	0.080201	0.84119	0.84119	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Adolescence	Non.Neu	14222	0.10455	0.026991	0.052947	0.024164	0.072492	0.497585
GSE168408_Human_Prefrontal_Cortex_level1_Adolescence	PN	14222	-0.044164	-0.031193	0.049153	0.81553	0.89431	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Adolescence	IN	14222	-0.078151	-0.041558	0.06253	0.89431	0.89431	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Adult	Non.Neu	14222	0.11337	0.026225	0.057644	0.02462	0.07386	0.497585
GSE168408_Human_Prefrontal_Cortex_level1_Adult	PN	14222	-0.040182	-0.02532	0.053383	0.77418	0.9265	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level1_Adult	IN	14222	-0.10069	-0.046915	0.069428	0.9265	0.9265	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	L5.6_THEMIS	14222	0.13959	0.053335	0.063071	0.013449	0.242082	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	Astro	14222	0.13568	0.024517	0.076319	0.037731	0.25992	0.546106578947368
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	L4_RORB	14222	0.1074	0.04273	0.062678	0.04332	0.25992	0.57360703125
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	OPC	14222	0.095614	0.018882	0.085536	0.13183	0.593235	0.814102611940298
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	Vas	14222	0.050567	0.009437	0.057859	0.19107	0.65859	0.916469476744186
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	PN_dev	14222	0.050206	0.018036	0.064881	0.21953	0.65859	0.963363031914894
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	Micro	14222	0.032915	0.0053383	0.066108	0.30928	0.795291428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	VIP	14222	0.039284	0.0094178	0.10713	0.35693	0.8030925	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	L5.6_TLE4	14222	0.004932	0.0016038	0.074999	0.47378	0.819617142857143	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	MGE_dev	14222	-0.00022821	-4.5359e-05	0.11523	0.50079	0.819617142857143	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	CGE_dev	14222	-0.01727	-0.0032877	0.10755	0.56379	0.819617142857143	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	Oligo	14222	-0.012413	-0.0028008	0.061246	0.5803	0.819617142857143	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	L2.3_CUX2	14222	-0.03325	-0.010122	0.10203	0.62774	0.819617142857143	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	ID2	14222	-0.036885	-0.0088195	0.10486	0.63748	0.819617142857143	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	SST	14222	-0.077699	-0.022383	0.079515	0.83574	0.9939	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	PV	14222	-0.16856	-0.041883	0.092409	0.96592	0.9939	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	LAMP5_NOS1	14222	-0.12317	-0.036411	0.063257	0.97423	0.9939	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Fetal	PV_SCUBE3	14222	-0.18742	-0.046873	0.074769	0.9939	0.9939	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	Astro	14222	0.20234	0.0396	0.066384	0.0011541	0.0207738	0.3098535
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	L4_RORB	14222	0.17131	0.053412	0.077372	0.013421	0.120789	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	Vas	14222	0.078713	0.016618	0.051209	0.062148	0.372888	0.681032142857143
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	L5.6_THEMIS	14222	0.067853	0.030227	0.053185	0.10103	0.454635	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	OPC	14222	0.054412	0.010929	0.083614	0.25761	0.886815	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	CGE_dev	14222	0.034503	0.0070785	0.083544	0.33981	0.886815	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	VIP	14222	0.032643	0.0083692	0.095749	0.36658	0.886815	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	L2.3_CUX2	14222	0.015764	0.0073784	0.058699	0.39414	0.886815	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	Micro	14222	-0.0024518	-0.00044851	0.05438	0.51798	0.907546153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	Oligo	14222	-0.011063	-0.0026805	0.055985	0.57832	0.907546153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	PN_dev	14222	-0.01342	-0.0052084	0.058149	0.59126	0.907546153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	L5.6_TLE4	14222	-0.020282	-0.0089843	0.053218	0.64844	0.907546153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	SST	14222	-0.032004	-0.0096635	0.079995	0.65545	0.907546153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	ID2	14222	-0.077809	-0.020196	0.10771	0.76496	0.98352	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	PV	14222	-0.10698	-0.029078	0.088641	0.88625	0.9899	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	MGE_dev	14222	-0.17249	-0.039132	0.10292	0.95311	0.9899	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	LAMP5_NOS1	14222	-0.12134	-0.041626	0.064426	0.97016	0.9899	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Neonatal	PV_SCUBE3	14222	-0.18627	-0.049764	0.08019	0.9899	0.9899	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	Astro	14222	0.076499	0.024196	0.036522	0.018114	0.190655	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	Vas	14222	0.11781	0.022929	0.058724	0.02243	0.190655	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	Oligo	14222	0.046577	0.012908	0.047266	0.16222	0.761628333333333	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	OPC	14222	0.051298	0.012688	0.064069	0.21167	0.761628333333333	0.963363031914894
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	L5.6_THEMIS	14222	0.018356	0.0091388	0.045436	0.34311	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	MGE_dev	14222	0.0051173	0.0034575	0.02093	0.40343	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	L4_RORB	14222	0.0092156	0.0043454	0.050435	0.42751	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	Micro	14222	0.010532	0.0018999	0.058011	0.42797	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	ID2	14222	0.0088585	0.0038008	0.064863	0.44569	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	VIP	14222	0.0036748	0.0013008	0.072578	0.47981	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	L2.3_CUX2	14222	-0.0011058	-0.0005804	0.048004	0.50919	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	L5.6_TLE4	14222	-0.0048766	-0.0021768	0.051641	0.53762	0.761628333333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	SST	14222	-0.050582	-0.017699	0.072663	0.75681	0.989674615384615	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	CGE_dev	14222	-0.036653	-0.01055	0.032762	0.86837	0.99162	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	PV	14222	-0.075762	-0.029118	0.063392	0.88397	0.99162	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	PV_SCUBE3	14222	-0.088261	-0.035075	0.052888	0.95241	0.99162	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Infancy	LAMP5_NOS1	14222	-0.12724	-0.054234	0.053183	0.99162	0.99162	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	Astro	14222	0.082558	0.022424	0.041874	0.024338	0.413746	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	Vas	14222	0.092051	0.015729	0.06289	0.071653	0.593583333333333	0.682473
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	Oligo	14222	0.075212	0.01456	0.05993	0.10475	0.593583333333333	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	OPC	14222	0.030234	0.0084527	0.053921	0.2875	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	CGE_dev	14222	0.016169	0.0036345	0.040442	0.34465	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	Micro	14222	0.021364	0.0032494	0.069468	0.37922	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	L5.6_THEMIS	14222	0.0090362	0.0057792	0.039399	0.4093	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	PN_dev	14222	0.0045066	0.0029	0.020929	0.41476	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	L5.6_TLE4	14222	0.00058657	0.0002953	0.051011	0.49541	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	ID2	14222	0.00014808	6.7908e-05	0.055457	0.49893	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	L4_RORB	14222	-0.002707	-0.0014634	0.048091	0.52244	0.807407272727273	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	L2.3_CUX2	14222	-0.015857	-0.0090922	0.044778	0.63838	0.847410769230769	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	VIP	14222	-0.024889	-0.009619	0.0655	0.64802	0.847410769230769	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	SST	14222	-0.037429	-0.015346	0.059925	0.73388	0.89114	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	PV	14222	-0.044999	-0.021523	0.049266	0.81947	0.928732666666667	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	LAMP5_NOS1	14222	-0.067879	-0.028177	0.04924	0.91597	0.93571	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Childhood	PV_SCUBE3	14222	-0.065342	-0.030282	0.042993	0.93571	0.93571	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	Astro	14222	0.093274	0.025106	0.041243	0.011871	0.1064325	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	Vas	14222	0.18864	0.028989	0.08605	0.014191	0.1064325	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	Oligo	14222	0.052066	0.016086	0.034013	0.062927	0.314635	0.681032142857143
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	OPC	14222	0.028813	0.010075	0.041949	0.24609	0.903796153846154	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	Micro	14222	0.019791	0.0034446	0.057007	0.36424	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	L5.6_TLE4	14222	0.0039085	0.0032976	0.033101	0.453	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	L4_RORB	14222	-0.0032659	-0.0024981	0.036938	0.53523	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	L5.6_THEMIS	14222	-0.0029258	-0.0029444	0.027152	0.5429	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	ID2	14222	-0.013097	-0.0068774	0.050919	0.60149	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	L2.3_CUX2	14222	-0.019853	-0.012978	0.040521	0.6879	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	PV	14222	-0.025378	-0.016646	0.038578	0.74467	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	SST	14222	-0.033669	-0.017963	0.048813	0.75482	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	VIP	14222	-0.042691	-0.020735	0.054495	0.78329	0.903796153846154	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	PV_SCUBE3	14222	-0.04405	-0.02422	0.038089	0.87625	0.92045	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adolescence	LAMP5_NOS1	14222	-0.042395	-0.030946	0.030106	0.92045	0.92045	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	Vas	14222	0.13343	0.025124	0.060011	0.0131	0.0985275	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Adult	Astro	14222	0.10416	0.025672	0.046867	0.013137	0.0985275	0.497585
GSE168408_Human_Prefrontal_Cortex_level2_Adult	Oligo	14222	0.061505	0.016006	0.040916	0.066406	0.33203	0.682473
GSE168408_Human_Prefrontal_Cortex_level2_Adult	OPC	14222	0.035085	0.010527	0.048878	0.23645	0.8866875	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level2_Adult	Micro	14222	0.024981	0.004069	0.061967	0.34343	0.91725	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	L4_RORB	14222	0.011682	0.0076919	0.041453	0.38905	0.91725	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	L5.6_TLE4	14222	0.0078851	0.0049003	0.043483	0.42805	0.91725	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	L2.3_CUX2	14222	-0.012517	-0.0078214	0.04074	0.62067	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	L5.6_THEMIS	14222	-0.016992	-0.012654	0.033913	0.69183	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	ID2	14222	-0.033459	-0.015602	0.059088	0.71438	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	SST	14222	-0.046094	-0.019843	0.061311	0.77391	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	PV	14222	-0.034377	-0.020094	0.043501	0.7853	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	VIP	14222	-0.053008	-0.023541	0.06025	0.81051	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	PV_SCUBE3	14222	-0.053371	-0.028646	0.039221	0.91319	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level2_Adult	LAMP5_NOS1	14222	-0.050446	-0.031055	0.036313	0.9176	0.9176	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Astro_GFAP	14222	0.28367	0.04963	0.071615	3.7512e-05	0.00243828	0.0309474
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Astro_dev.2	14222	0.26901	0.039807	0.097683	0.0029486	0.0958295	0.347513571428571
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_THEMIS_dev.1	14222	0.10598	0.041847	0.049927	0.0169	0.366166666666667	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L3_CUX2_PRSS12	14222	0.089791	0.018242	0.046414	0.026533	0.43116125	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	OPC	14222	0.17338	0.029901	0.097015	0.036971	0.480623	0.544662053571428
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Vas_PDGFRB	14222	0.079316	0.016246	0.048126	0.04968	0.515050714285714	0.611731343283582
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Astro_dev.1	14222	0.1253	0.018716	0.0786	0.055467	0.515050714285714	0.648752112676056
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L4_RORB_dev.fetal	14222	0.062759	0.026591	0.042433	0.069582	0.56535375	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_KIRREL3	14222	0.10791	0.022429	0.082446	0.095295	0.68263	0.7147125
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L4_RORB_dev.2	14222	0.089846	0.031438	0.071676	0.10502	0.68263	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Astro_dev.3	14222	0.056324	0.012111	0.054031	0.14861	0.793046428571429	0.863826923076923
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	OPC_dev	14222	0.070037	0.014356	0.071846	0.16484	0.793046428571429	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	BKGR_NRGN	14222	0.048651	0.010675	0.050185	0.16618	0.793046428571429	0.869368902439024
