GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
1	10:23440001-23480000	10:24560001-24600000	2.291786e-11	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000207930	1
1	10:23440001-23480000	10:24680001-24720000	4.956237e-17	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24720001-24760000	1.591374e-09	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24760001-24800000	1.068215e-19	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000269879	1
1	10:23440001-23480000	10:24840001-24880000	2.777071e-07	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23480001-23520000	10:23800001-23840000	1.761378e-09	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:23840001-23880000	7.816862e-10	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:23920001-23960000	8.3151e-12	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24400001-24440000	4.640671e-07	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24680001-24720000	1.359127e-09	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24720001-24760000	5.64227e-13	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24760001-24800000	1.07624e-12	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000269879	1
1	10:23520001-23560000	10:24720001-24760000	9.610685e-08	HiC	GSE87112	Mesendoderm	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24760001-24800000	2.183619e-08	HiC	GSE87112	Mesendoderm	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	ENSG00000269879	1
1	10:23560001-23600000	10:23800001-23840000	6.653947e-09	HiC	GSE87112	Mesendoderm	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:23840001-23880000	3.63419e-08	HiC	GSE87112	Mesendoderm	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:23920001-23960000	1.036818e-12	HiC	GSE87112	Mesendoderm	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24760001-24800000	5.299281e-16	HiC	GSE87112	Mesendoderm	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000269879	1
1	10:23640001-23680000	10:23680001-23720000	1.799994e-23	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000264574:ENSG00000238515	1
1	10:23640001-23680000	10:23720001-23760000	1.416951e-11	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000165312	1
1	10:23640001-23680000	10:23800001-23840000	8.073828e-07	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:23840001-23880000	3.585566e-14	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:23920001-23960000	7.511115e-07	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24480001-24520000	8.376313e-10	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24680001-24720000	1.76755e-10	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24720001-24760000	5.303639e-10	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24760001-24800000	7.832643e-21	HiC	GSE87112	Mesendoderm	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000269879	1
1	10:23440001-23480000	10:22600001-22640000	5.344031e-20	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000148444:ENSG00000269897:ENSG00000168283:ENSG00000272516:ENSG00000271981:ENSG00000272366:ENSG00000077327	1
1	10:23480001-23520000	10:22600001-22640000	4.608599e-08	HiC	GSE87112	Mesendoderm	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000148444:ENSG00000269897:ENSG00000168283:ENSG00000272516:ENSG00000271981:ENSG00000272366:ENSG00000077327	1
1	10:23440001-23480000	10:24760001-24800000	8.815534e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000269879	1
1	10:23440001-23480000	10:23920001-23960000	1.107634e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23480001-23520000	10:24760001-24800000	1.861856e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000269879	1
1	10:23560001-23600000	10:23920001-23960000	8.433463e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23640001-23680000	10:23680001-23720000	3.518277e-10	HiC	GSE87112	Trophoblast-like_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000264574:ENSG00000238515	1
1	10:23640001-23680000	10:24760001-24800000	3.018573e-08	HiC	GSE87112	Trophoblast-like_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000269879	1
1	10:23440001-23480000	10:23680001-23720000	9.26427e-07	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000264574:ENSG00000238515	1
1	10:23440001-23480000	10:23720001-23760000	1.046859e-07	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000165312	1
1	10:23440001-23480000	10:23800001-23840000	3.41391e-09	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:23840001-23880000	3.121407e-10	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:23920001-23960000	3.831579e-10	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24680001-24720000	3.953573e-07	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24720001-24760000	4.232067e-09	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24760001-24800000	2.75915e-11	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000269879	1
1	10:23480001-23520000	10:23800001-23840000	2.689404e-09	HiC	GSE87112	hESC	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24760001-24800000	4.310147e-15	HiC	GSE87112	hESC	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000269879	1
1	10:23520001-23560000	10:24760001-24800000	5.981111e-10	HiC	GSE87112	hESC	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	ENSG00000269879	1
1	10:23560001-23600000	10:23800001-23840000	9.26427e-07	HiC	GSE87112	hESC	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:23840001-23880000	8.065303e-07	HiC	GSE87112	hESC	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:23920001-23960000	1.824459e-09	HiC	GSE87112	hESC	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24680001-24720000	2.981524e-09	HiC	GSE87112	hESC	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24760001-24800000	8.926505e-12	HiC	GSE87112	hESC	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000269879	1
1	10:23640001-23680000	10:23680001-23720000	4.033601e-15	HiC	GSE87112	hESC	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000264574:ENSG00000238515	1
1	10:23640001-23680000	10:23720001-23760000	2.65751e-07	HiC	GSE87112	hESC	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000165312	1
1	10:23640001-23680000	10:23800001-23840000	2.791309e-08	HiC	GSE87112	hESC	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24760001-24800000	3.184058e-18	HiC	GSE87112	hESC	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000269879	1
1	10:23440001-23480000	10:22600001-22640000	7.685156e-50	HiC	GSE87112	hESC	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000148444:ENSG00000269897:ENSG00000168283:ENSG00000272516:ENSG00000271981:ENSG00000272366:ENSG00000077327	1
1	10:23480001-23520000	10:22600001-22640000	1.247012e-35	HiC	GSE87112	hESC	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000148444:ENSG00000269897:ENSG00000168283:ENSG00000272516:ENSG00000271981:ENSG00000272366:ENSG00000077327	1
1	10:23560001-23600000	10:22600001-22640000	1.03835e-08	HiC	GSE87112	hESC	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000148444:ENSG00000269897:ENSG00000168283:ENSG00000272516:ENSG00000271981:ENSG00000272366:ENSG00000077327	1
