Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Splatter	14373	0.0053931	0.011124	0.0095907	0.28695	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Fibroblast	14373	0.002535	0.0043511	0.005859	0.33264	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Deep_layer_near_projecting	14373	0.0017596	0.0040534	0.0093135	0.42507	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Committed_oligodendrocyte_precursor	14373	0.00017706	0.00027668	0.0083765	0.49157	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	MGE_interneuron	14373	-0.0012594	-0.0025927	0.012295	0.54079	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14373	-0.0026865	-0.0056481	0.01102	0.5963	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Oligodendrocyte	14373	-0.0024329	-0.0033902	0.0081489	0.61736	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Hippocampal_CA1_3	14373	-0.0016218	-0.0050637	0.0032656	0.69027	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14373	-0.0055416	-0.012814	0.010759	0.69673	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Eccentric_medium_spiny_neuron	14373	-0.0047298	-0.012929	0.0044176	0.85783	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Miscellaneous	14373	-0.013867	-0.028362	0.012076	0.87457	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Deep_layer_intratelencephalic	14373	-0.015471	-0.035864	0.011012	0.91997	1	1
33_Siletti_CerebralCortex.MFG.A46_Human_2022_level2	Upper_layer_intratelencephalic	14373	-0.016167	-0.03689	0.010839	0.93209	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	endothelial_cell	14468	0.018434	0.022532	0.009567	0.027015	0.27015	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	central_nervous_system_macrophage	14468	0.01142	0.013513	0.0099544	0.12564	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	astrocyte	14468	0.002347	0.0035768	0.0091878	0.39919	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	fibroblast	14468	0.00042604	0.00062548	0.0086178	0.48029	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	leukocyte	14468	0.00026882	0.00030389	0.0083906	0.48722	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	oligodendrocyte_precursor_cell	14468	-0.0015784	-0.0025268	0.009445	0.56636	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	pericyte	14468	-0.0024511	-0.0026637	0.01008	0.59606	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	vascular_associated_smooth_muscle_cell	14468	-0.0029973	-0.0043302	0.0063673	0.68108	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	oligodendrocyte	14468	-0.010785	-0.015076	0.009127	0.88131	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level1	neuron	14468	-0.0081944	-0.017929	0.0067251	0.88847	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Vascular	14468	0.016958	0.017685	0.010219	0.048519	0.824823	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Microglia	14468	0.012217	0.014455	0.0086719	0.07946	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Eccentric_medium_spiny_neuron	14468	0.0037731	0.010039	0.0045957	0.20583	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Astrocyte	14468	0.0058574	0.0089267	0.0081261	0.23552	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Fibroblast	14468	0.0035574	0.0052227	0.0072951	0.31291	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Committed_oligodendrocyte_precursor	14468	0.0037722	0.0059717	0.008153	0.3218	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Oligodendrocyte_precursor	14468	0.0035295	0.0056501	0.0092891	0.35199	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	CGE_interneuron	14468	0.0038304	0.0078161	0.013368	0.38723	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Deep_layer_near_projecting	14468	-0.0013304	-0.0031109	0.0098216	0.55387	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Splatter	14468	-0.0043523	-0.0093753	0.010866	0.65562	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14468	-0.0069926	-0.014541	0.011668	0.7255	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Oligodendrocyte	14468	-0.0052793	-0.0074023	0.0081943	0.74029	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	MGE_interneuron	14468	-0.011239	-0.023887	0.012687	0.81215	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14468	-0.010891	-0.025642	0.011094	0.83687	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Miscellaneous	14468	-0.018746	-0.043541	0.010109	0.96815	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Upper_layer_intratelencephalic	14468	-0.021854	-0.050425	0.011292	0.97352	1	1
16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022_level2	Deep_layer_intratelencephalic	14468	-0.024109	-0.056621	0.011507	0.98191	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	leukocyte	14426	0.0078835	0.010407	0.0070594	0.13206	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	central_nervous_system_macrophage	14426	0.005066	0.0066039	0.0087645	0.28163	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	astrocyte	14426	0.0043479	0.005995	0.0090333	0.31515	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	pericyte	14426	0.0022474	0.0032154	0.0076828	0.38495	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	oligodendrocyte_precursor_cell	14426	0.0017639	0.0027734	0.0087541	0.42016	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	fibroblast	14426	-0.0014764	-0.0014649	0.01067	0.55502	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	endothelial_cell	14426	-0.0015176	-0.0019947	0.0075578	0.57957	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	neuron	14426	-0.0036075	-0.0075728	0.0063454	0.71515	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	vascular_associated_smooth_muscle_cell	14426	-0.0022697	-0.0057928	0.0033882	0.74853	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level1	oligodendrocyte	14426	-0.006942	-0.0094719	0.0087669	0.78577	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Medium_spiny_neuron	14426	0.0049986	0.015564	0.0038913	0.099486	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	CGE_interneuron	14426	0.0088689	0.01734	0.013123	0.24958	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Microglia	14426	0.0051219	0.0066768	0.0077042	0.25309	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Astrocyte	14426	0.0051678	0.0071254	0.0084739	0.27099	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Oligodendrocyte_precursor	14426	0.003594	0.0056511	0.0093619	0.35053	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Splatter	14426	0.0027325	0.0053298	0.011944	0.40952	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Deep_layer_near_projecting	14426	0.0021988	0.0048423	0.010104	0.41387	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Vascular	14426	0.0010143	0.0011956	0.0084028	0.45196	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Fibroblast	14426	0.00020488	0.00020328	0.0095026	0.4914	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14426	-0.0023703	-0.0048595	0.011108	0.58449	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Committed_oligodendrocyte_precursor	14426	-0.0016247	-0.0026722	0.0068705	0.59347	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	MGE_interneuron	14426	-0.0047194	-0.0096201	0.01253	0.64678	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14426	-0.0059366	-0.013196	0.011708	0.69394	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Oligodendrocyte	14426	-0.0048021	-0.0065647	0.0081716	0.72161	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Miscellaneous	14426	-0.011477	-0.026551	0.010027	0.87379	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Eccentric_medium_spiny_neuron	14426	-0.008841	-0.020869	0.0076069	0.87742	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Deep_layer_intratelencephalic	14426	-0.015856	-0.035857	0.012038	0.9061	1	1
24_Siletti_CerebralCortex.POrG.A13_Human_2022_level2	Upper_layer_intratelencephalic	14426	-0.017986	-0.039592	0.01191	0.93449	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	fibroblast	14373	0.010518	0.017442	0.0076162	0.083653	0.83653	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	endothelial_cell	14373	0.0042362	0.0094382	0.0046848	0.18294	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	central_nervous_system_macrophage	14373	0.0027691	0.0040873	0.007854	0.36221	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	astrocyte	14373	0.002466	0.0046185	0.0071798	0.36563	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	vascular_associated_smooth_muscle_cell	14373	0.00052201	0.0013176	0.0034138	0.43924	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	oligodendrocyte_precursor_cell	14373	-0.00033975	-0.00069954	0.0070759	0.51915	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	pericyte	14373	-0.0011044	-0.0026086	0.0040759	0.60679	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	oligodendrocyte	14373	-0.0043843	-0.0074716	0.0075119	0.72027	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	neuron	14373	-0.004626	-0.011	0.0057761	0.7884	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level1	leukocyte	14373	-0.004232	-0.0086417	0.0044968	0.82667	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Hippocampal_CA1_3	14373	0.0060402	0.016126	0.0033423	0.035376	0.636768	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Fibroblast	14373	0.0092798	0.015389	0.0066626	0.081848	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Committed_oligodendrocyte_precursor	14373	0.0068296	0.0099698	0.0077989	0.1906	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Miscellaneous	14373	0.0089603	0.015407	0.012726	0.24069	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Vascular	14373	0.0038814	0.0068986	0.0055313	0.24144	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Astrocyte	14373	0.0033542	0.006282	0.0067958	0.31081	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Microglia	14373	0.0033864	0.0049985	0.0069854	0.31392	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Oligodendrocyte_precursor	14373	0.00079612	0.0016392	0.0077039	0.45885	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Deep_layer_near_projecting	14373	-0.00014531	-0.00037247	0.0083645	0.50693	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	CGE_interneuron	14373	-0.0015893	-0.0037936	0.01126	0.55612	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Oligodendrocyte	14373	-0.0030209	-0.0052016	0.0070639	0.66555	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	MGE_interneuron	14373	-0.010315	-0.024245	0.01121	0.82125	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14373	-0.0092196	-0.023051	0.0099519	0.82288	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14373	-0.0082603	-0.020828	0.0088355	0.82507	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Splatter	14373	-0.011258	-0.026704	0.0098531	0.87338	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Upper_layer_intratelencephalic	14373	-0.019272	-0.048627	0.0098898	0.97432	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Deep_layer_intratelencephalic	14373	-0.019321	-0.049153	0.0098596	0.97497	1	1
40_Siletti_CerebralCortex.ReG.A14_Human_2022_level2	Eccentric_medium_spiny_neuron	14373	-0.012082	-0.031982	0.0057312	0.98248	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	endothelial_cell	14469	0.010399	0.016128	0.0075508	0.084232	0.84232	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	central_nervous_system_macrophage	14469	0.0085466	0.010614	0.0094048	0.18175	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	fibroblast	14469	0.0045329	0.0063458	0.0082717	0.29185	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	astrocyte	14469	0.0039776	0.0057444	0.0090142	0.32952	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	leukocyte	14469	0.0025724	0.0031754	0.0079936	0.3738	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	oligodendrocyte_precursor_cell	14469	0.0014177	0.0023949	0.0085686	0.43429	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	pericyte	14469	-0.0049854	-0.0078666	0.007017	0.76129	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	neuron	14469	-0.004708	-0.010526	0.0062842	0.77312	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	oligodendrocyte	14469	-0.007883	-0.012659	0.0078843	0.8413	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level1	vascular_associated_smooth_muscle_cell	14469	-0.0063417	-0.010376	0.0062512	0.84481	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Microglia	14469	0.0086532	0.010747	0.0081497	0.14418	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	CGE_interneuron	14469	0.011837	0.024493	0.012634	0.17442	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Fibroblast	14469	0.0052271	0.0073176	0.0070248	0.22841	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Vascular	14469	0.0055535	0.0074608	0.0078439	0.23948	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Astrocyte	14469	0.0057055	0.0082398	0.008135	0.24155	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Committed_oligodendrocyte_precursor	14469	0.0047492	0.0086515	0.0074369	0.26155	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Oligodendrocyte_precursor	14469	0.0043775	0.0073948	0.008616	0.30571	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Deep_layer_near_projecting	14469	0.0010276	0.0024518	0.0095224	0.45703	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Amygdala_excitatory	14469	-0.00062746	-0.0020156	0.0034201	0.57278	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Splatter	14469	-0.0020969	-0.0044175	0.010533	0.5789	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	MGE_interneuron	14469	-0.0037482	-0.0080372	0.012283	0.61987	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14469	-0.0037133	-0.0079857	0.011138	0.63058	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Oligodendrocyte	14469	-0.0045628	-0.0073312	0.0072165	0.73639	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14469	-0.010141	-0.024282	0.010716	0.82799	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Miscellaneous	14469	-0.01337	-0.031504	0.0097969	0.91382	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Upper_layer_intratelencephalic	14469	-0.01706	-0.040358	0.011282	0.93474	1	1
17_Siletti_CerebralCortex.PoCG.S1C_Human_2022_level2	Deep_layer_intratelencephalic	14469	-0.018319	-0.044539	0.010948	0.95285	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	endothelial_cell	14493	0.0088142	0.013249	0.0075546	0.12167	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	central_nervous_system_macrophage	14493	0.0065509	0.00843	0.0093169	0.241	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	leukocyte	14493	0.0057059	0.0067631	0.0087705	0.25766	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	fibroblast	14493	0.004223	0.0060035	0.0094599	0.32765	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	astrocyte	14493	0.0026759	0.0044328	0.0083825	0.37478	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	oligodendrocyte_precursor_cell	14493	-0.00045097	-0.00078362	0.0088013	0.52043	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	pericyte	14493	-0.0055146	-0.0077713	0.0084168	0.74382	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	neuron	14493	-0.0074829	-0.016903	0.0063965	0.87896	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level1	oligodendrocyte	14493	-0.010869	-0.017565	0.0081126	0.90984	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Microglia	14493	0.0087558	0.011267	0.0078904	0.13358	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Fibroblast	14493	0.0070699	0.010051	0.0075499	0.17454	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Astrocyte	14493	0.0066083	0.010947	0.007245	0.18086	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Vascular	14493	0.0070551	0.0092164	0.0079297	0.18682	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	CGE_interneuron	14493	0.0093394	0.020158	0.012126	0.2206	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Oligodendrocyte_precursor	14493	0.0060247	0.010469	0.0084789	0.23869	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Splatter	14493	0.0069485	0.014627	0.011073	0.26517	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Deep_layer_near_projecting	14493	0.0031768	0.0075826	0.0094364	0.36819	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	MGE_interneuron	14493	-0.0036872	-0.0080556	0.012071	0.61999	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Amygdala_excitatory	14493	-0.0014097	-0.0043726	0.0040799	0.63515	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14493	-0.004225	-0.01016	0.010661	0.65406	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Eccentric_medium_spiny_neuron	14493	-0.0035575	-0.0088054	0.0062828	0.71438	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14493	-0.0063028	-0.01392	0.010681	0.72243	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Oligodendrocyte	14493	-0.0042953	-0.0069696	0.0071606	0.72569	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Committed_oligodendrocyte_precursor	14493	-0.0057978	-0.0079225	0.0086599	0.74841	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Miscellaneous	14493	-0.013566	-0.029606	0.011224	0.8866	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Upper_layer_intratelencephalic	14493	-0.013473	-0.031851	0.010967	0.89036	1	1
10_Siletti_CerebralCortex.PaO.A43_Human_2022_level2	Deep_layer_intratelencephalic	14493	-0.017227	-0.041825	0.011182	0.93828	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	endothelial_cell	14444	0.012339	0.019051	0.0065337	0.029488	0.29488	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	central_nervous_system_macrophage	14444	0.010074	0.012404	0.0094035	0.14203	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	astrocyte	14444	0.0053345	0.0080711	0.0086968	0.26982	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	oligodendrocyte_precursor_cell	14444	0.0030767	0.005124	0.0088242	0.36367	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	pericyte	14444	0.0025705	0.0033972	0.0084228	0.38012	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	neuron	14444	-0.0037029	-0.00796	0.0064663	0.71655	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	vascular_associated_smooth_muscle_cell	14444	-0.0033063	-0.0058085	0.0051367	0.74009	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	leukocyte	14444	-0.0057587	-0.0067524	0.008461	0.75194	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	oligodendrocyte	14444	-0.007377	-0.010782	0.0086534	0.80302	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level1	fibroblast	14444	-0.019886	-0.024975	0.0099125	0.97757	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Splatter	14444	0.013073	0.028228	0.0095197	0.084852	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Microglia	14444	0.0093454	0.011507	0.0081922	0.12699	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Vascular	14444	0.0086951	0.010224	0.0085023	0.15324	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	CGE_interneuron	14444	0.012048	0.024387	0.012542	0.16838	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Astrocyte	14444	0.0060223	0.0091117	0.0077496	0.21856	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Eccentric_medium_spiny_neuron	14444	0.0023636	0.007472	0.0033451	0.23992	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Oligodendrocyte_precursor	14444	0.0052535	0.0087492	0.0087556	0.27425	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Deep_layer_near_projecting	14444	0.0038159	0.0089928	0.0092784	0.34044	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	MGE_interneuron	14444	-0.0016168	-0.0033118	0.012316	0.55222	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14444	-0.0023157	-0.0049392	0.01057	0.58671	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Oligodendrocyte	14444	-0.0043004	-0.006296	0.0078068	0.70913	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Amygdala_excitatory	14444	-0.0019495	-0.0062901	0.003275	0.72416	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Committed_oligodendrocyte_precursor	14444	-0.0064372	-0.0096766	0.0087455	0.76914	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14444	-0.0088433	-0.020908	0.010609	0.79774	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Miscellaneous	14444	-0.011209	-0.023579	0.010326	0.86114	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Upper_layer_intratelencephalic	14444	-0.015143	-0.03452	0.01138	0.90834	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Fibroblast	14444	-0.01166	-0.014644	0.0081807	0.92295	1	1
14_Siletti_CerebralCortex.SMG_Human_2022_level2	Deep_layer_intratelencephalic	14444	-0.018443	-0.043686	0.01116	0.95079	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	vascular_associated_smooth_muscle_cell	14417	0.0050501	0.010915	0.003849	0.094762	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	central_nervous_system_macrophage	14417	0.010284	0.012716	0.009125	0.12989	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	endothelial_cell	14417	0.0070644	0.010167	0.0074484	0.17146	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	astrocyte	14417	0.0052257	0.0082207	0.0083145	0.26484	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	pericyte	14417	0.0019619	0.0027942	0.0071645	0.39211	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	oligodendrocyte_precursor_cell	14417	0.00076433	0.0012799	0.0083356	0.46347	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	choroid_plexus_epithelial_cell	14417	-0.0011827	-0.0038559	0.0032878	0.64046	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	neuron	14417	-0.0036262	-0.0079464	0.0061239	0.72312	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	oligodendrocyte	14417	-0.0081647	-0.012178	0.008514	0.8312	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	fibroblast	14417	-0.0062085	-0.011135	0.0059798	0.85041	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level1	leukocyte	14417	-0.012377	-0.016998	0.0065647	0.9703	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level2	Eccentric_medium_spiny_neuron	14417	0.0044289	0.013941	0.0034906	0.10227	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level2	Microglia	14417	0.010211	0.012626	0.0083051	0.10947	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level2	Vascular	14417	0.0094872	0.011649	0.0083738	0.12863	1	1
22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022_level2	Astrocyte	14417	0.0063998	0.010068	0.0078213	0.20661	1	1
